grupo,categoria,tipo_producto,titulo,pais,revista,ISSN,ano,vol,fasc,pags,autores
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,La dimensión biológica y la dimensión cultural como asíntotas de la emoción: una posibilidad,Colombia,Revista Colombiana De Ciencias Sociales,2216-1201,2013,4,2,331 - 340,"ALEXANDER RODRIGUEZ BUSTAMANTE, GLORIA MARIA LOPEZ ARBOLEDA, LILIAM JOHANA MARROQUINNA"
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,"De oralidades, expresiones y vacilaciones: ¿cómo matar pasiones?",Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2013,26,1,1 - 12,ALEXANDER RODRIGUEZ BUSTAMANTENA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,Reflexiones desde el aula: Nociones de desarrollo según Amartya Sen,Colombia,Principio Activo Boletín Informativo De La Facultad De Medicina,2216-0868,2013,174,,18 - 19,"ALEXANDER RODRIGUEZ BUSTAMANTE, DANIELA AGUIRRE BENITEZ, ASTRID SIERRA TAMAYO, JOSE MAURICIO RAMIREZ SANTOSNA"
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,La autoevaluación: una experiencia reflexiva desde la  Facultad de Medicina,Colombia,Principio Activo Boletín Informativo De La Facultad De Medicina,2216-0868,2013,173,,13 - 14,"ALEXANDER RODRIGUEZ BUSTAMANTE, MIGLENA GUEORGUIEVA KAMBOUROVA KAMBOUROVANA"
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,"Experiencias significativas en el proceso de práctica en la Institución Educativa Miraflores""Luis Eduardo Valencia García"" del Municipio de Medellín, desde la perspectiva del Profesional en Desarrollo Familiar",Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2012,12,,1 - 5,ALEXANDER RODRIGUEZ BUSTAMANTENA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,"El lugar de los sentimientos, el lugar de los vínculos, reconfiguración de identidades en el marco del conflicto armado colombiano",Colombia,Revista Colombiana De Ciencias Sociales,2216-1201,2012,3,,83 - 112,"ALEXANDER RODRIGUEZ BUSTAMANTE, GLORIA MARIA LOPEZ ARBOLEDANA"
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,"CARACTERÍSTICAS SOBRE LA TIPOLOGÍA Y LA CONFORMACIÓN DE LAS FAMILIAS DE LOS ESTRATOS CERO, UNO, DOS Y TRES DEL BARRIO BELÉN RINCÓN DE MEDELLIN",Colombia,Revista Colombiana De Ciencias Sociales,2216-1201,2012,3,,67 - 78,JOSE WILMAR PINO MONTOYANA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,"El pensamiento accidental, sus peligros y sus consecuencias",Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó,0123-9864,2011,N/A,,21 - 28,JOSE WILMAR PINO MONTOYANA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,Ley 100 de 1993: Ley 100 de 2011. Había una vez¿,Colombia,Principio Activo Boletín Informativo De La Facultad De Medicina,2216-0868,2011,155,,23 - 24,ALEXANDER RODRIGUEZ BUSTAMANTENA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,Salud Familiar: Un Componente Para la Vida,Colombia,Principio Activo Boletín Informativo De La Facultad De Medicina,2216-0868,2011,154,,3 - 31,ALEXANDER RODRIGUEZ BUSTAMANTENA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,"Modelo de intervención psicopedagógica encaminado al desarrollo de aspectos emocionales, cognitivos y conativos",Colombia,International Journal of Psychological Research,2011-2079,2011,4,,29 - 39,LUZ ANGELA RAMIREZ NIETONA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,Implicaciones clínicas del uso de los manuales diagnósticos,Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2011,21,,1 - 6,"LAURA VICTORIA LONDONO BERNAL, CATALINA ECHEVERRI GALLO, ADRIANA ALVAREZ RESTREPONA"
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,"Los docentes como intelectuales, lectores y actores en las problemáticas sociales. Una breve reflexión desde la pedagogía crítica de Henry Giroux",Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó,0123-9864,2010,20,1,49 - 53,EDISON FRANCISCO VIVEROS CHAVARRIANA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,"Familia, escuela y docencia: una tarea conjunta para el desarrollo humano",Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó,0123-9864,2010,20,,34 - 40,ALEXANDER RODRIGUEZ BUSTAMANTENA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,"Familia, dinámica interna y desplazamiento",Colombia,La Voz Del Semillero,2011-8015,2009,1,,38 - 50,LIDA CRISTINA VELEZ BEDOYANA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,Noción de modernidad: Algunas consideraciones para reflexionar una época,Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó,0123-9864,2009,1,1,96 - 106,EDISON FRANCISCO VIVEROS CHAVARRIANA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,Diario de campo y cuaderno clínico: Herramientas de reflexión y construcción del quehacer del psicólogo en formación,Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2009,17,,N/A - N/A,"LAURA VICTORIA LONDONO BERNAL, LUZ ANGELA RAMIREZ NIETONA"
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,Diario de campo y cuaderno clínico: Herramientas de reflexión y construcción del quehacer del psicólogo en formación,Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2009,17,,N/A - N/A,LUZ ANGELA RAMIREZ NIETONA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,Prostitución masculina: ¿Venta o placer?,Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2008,16,,N/A - N/A,LUZ ANGELA RAMIREZ NIETONA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,Culture and mental health,Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2008,16,,N/A - N/A,LAURA VICTORIA LONDONO BERNALNA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,"Algunas consideraciones acerca de la elección crítico social en el ¿Semillero de investigación en estudios de familia"" del programa de Desarrollo Familiar de la Fundación Universitaria Luis Amigó",Colombia,La Voz Del Semillero,2011-8015,2008,1,1,9 - 18,EDISON FRANCISCO VIVEROS CHAVARRIANA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,Aproximación crítica al contexto de desarrollo: Una reflexión necesaria para el Desarrollo Familiar,Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó,0123-9864,2007,10,1,5 - 13,EDISON FRANCISCO VIVEROS CHAVARRIANA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,Aproximaciones al concepto de familia en Desarrollo Familiar,Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó,0123-9864,2007,10,1,25 - 32,EDISON FRANCISCO VIVEROS CHAVARRIANA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,Noción del Desarrollo Familiar.,Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó,0123-9864,2006,9,1,14 - 21,EDISON FRANCISCO VIVEROS CHAVARRIANA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,La alteridad: Un encuentro de rostros en el pensamiento de Emmanuel Levinas.,Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó,0123-9864,2003,6,1,27 - 33,EDISON FRANCISCO VIVEROS CHAVARRIANA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Otros artículos publicados,Revista de divulgación,Etapas de Formación de los Semilleros de Investigación para Maestros de Lenguas,Colombia,Ciencia y Academia,2744-838X,2020,1,N/A,145 - 155,"JOSE VICENTE ABAD OLAYA, CINDY LORENA VERGARA JULIO, JENNIFER DANIELA REGALADO CHICAIZANA"
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Otros artículos publicados,Revista de divulgación,El ¿para qué¿ antes que el ¿cómo¿: un giro cualitativo sobre la epistemología de las matemáticas,Colombia,REVISTA SINERGIA,2665-1521,2020,14,,195 - 204,"SONIA RUTH QUINTERO ARRUBLA, ARISTOTELES ALEXANDER ALVAREZ CORREA, ANDRES FELIPE MEJIA CASTRONA"
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Otros artículos publicados,Revista de divulgación,Transformación del proceso de aprendizaje del inglés de niños de primaria a partir de los aportes causados por el Programa Pre-K English,Colombia,REVISTA SINERGIA,2665-1521,2019,12,,142 - 159,SONIA RUTH QUINTERO ARRUBLANA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Otros artículos publicados,Revista de divulgación,Sobre la Universidad contemporánea,Colombia,Journal of students research,2500-7858,2019,4,N/A,220 - 222,JOSE FEDERICO AGUDELO TORRESNA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Otros artículos publicados,Revista de divulgación,Minería de texto aplicada al análisis de la percepción del Bitcoin en Colombia,Colombia,Encuentro Nacional De Investigación Memorias,2463-0004,2019,1,N/A,74 - 79,BAIRON JARAMILLO VALENCIANA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Otros artículos publicados,Revista de divulgación,Metodología global de lectoescritura: hallazgos en la implementación de un programa educativo a estudiantes de primer grado,Colombia,Encuentro Nacional De Investigación Memorias,2463-0004,2019,1,N/A,37 - 42,BAIRON JARAMILLO VALENCIANA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Otros artículos publicados,Revista de divulgación,Las habilidades sociales en los ambientes escolares,Colombia,Revista Universidad Católica Luis Amigó,2590-7565,2019,1,3,151 - 162,"BAIRON JARAMILLO VALENCIA, NATALIA GUZMAN ATEHORTUANA"
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Otros artículos publicados,Revista de divulgación,Tránsito de la educación inicial a la básica primaria y su incidencia en el desarrollo del pensamiento creativo en la infancia,Colombia,Revista Universidad Católica Luis Amigó,2590-7565,2019,3,,183 - 199,"MONICA MARIA ALVAREZ GALLEGO, NATALIA GUZMAN ATEHORTUANA"
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Otros artículos publicados,Revista de divulgación,Las habilidades sociales en los ambientes escolares,Colombia,Revista Universidad Católica Luis Amigó,2590-7565,2019,3,,151 - 162,"BAIRON JARAMILLO VALENCIA, NATALIA GUZMAN ATEHORTUANA"
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Otros artículos publicados,Carta al editor,Sobre el retorno a lo simple: una oportunidad para re-pensar la escuela,Colombia,SCIENCE OF HUMAN ACTION,2500-669X,2019,4,1,10 - 14,JOSE FEDERICO AGUDELO TORRESNA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Otros artículos publicados,Revista de divulgación,Implementation of language policies at the educational institute Santos Ángeles Custodios,Colombia,Revista Universidad Católica Luis Amigó,2590-7565,2018,2,,55 - 71,OSCAR ALBERTO PELAEZ HENAONA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Otros artículos publicados,Revista de divulgación,Taxonomía de Bloom en la formulación de objetivos para un proyecto de lectoescritura en inglés,Colombia,Libro De Resumenes: Simposio De Investigación Ustamed,2463-0489,2018,5,1,467 - 471,"BAIRON JARAMILLO VALENCIA, VICTOR DANIEL GIL VERANA"
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Otros artículos publicados,Revista de divulgación,Consideraciones frente a la didáctica de la intervención pedagógica con la primera infancia para el desarrollo del razonamiento lógico matemático,Colombia,Libro De Resumenes: Simposio De Investigación Ustamed,2463-0489,2018,5,1,237 - 241,"SONIA RUTH QUINTERO ARRUBLA, BAIRON JARAMILLO VALENCIANA"
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Otros artículos publicados,Revista de divulgación,Emprendimiento sostenible: una opción para el crecimiento local,Colombia,I+D Revista de Investigaciones,2256-1676,2018,11,1,117 - 128,CARMEN YSABEL MARTINEZ DE MERINONA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Otros artículos publicados,Revista de divulgación,Condiciones de las familias de los niños y niñas beneficiarias de la corporación pan de la ciudad de Medellín,Colombia,RHS-Revista Humanismo y Sociedad,2339-4196,2018,6,1,7 - 18,JOSE WILMAR PINO MONTOYANA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Otros artículos publicados,Revista de divulgación,Aspectos metodológicos para evaluar una política pública,Colombia,RHS-Revista Humanismo y Sociedad,2339-4196,2017,5,1,1 - 7,JOSE WILMAR PINO MONTOYANA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Otros artículos publicados,Revista de divulgación,La modernidad: ¿quiénes la critican y quienes la defienden? A propósito de lo planteado por William Ospina,Colombia,Revista Universitaria Luis Amigó,2382-3410,2016,3,2,203 - 210,JOSE WILMAR PINO MONTOYANA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Otros artículos publicados,Revista de divulgación,La evaluación escolar: una oportunidad para pensar el rol del maestro desde sus polisémicos lenguajes,Colombia,Revista Universitaria Luis Amigó,2382-3410,2016,3,N/A,211 - 221,JOSE FEDERICO AGUDELO TORRESNA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Otros artículos publicados,Revista de divulgación,LA EVALUACIÓN ESCOLAR: UNA OPORTUNIDAD PARA PENSAR EL ROL DEL MAESTRO DESDE SUS POLISÉMICOS LENGUAJES,Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó,0123-9864,2016,3,,211 - 221,"ADRIANA MARIA GALLEGO HENAO, JOSE FEDERICO AGUDELO TORRESNA"
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Otros artículos publicados,Revista de divulgación,Acompañamiento escolar: punto de conexión para el rendimiento académico en niñas de primer grado,Colombia,Funlam Journal  of Students´ Research,2500-7858,2016,1,N/A,53 - 63,"ADRIANA MARIA GALLEGO HENAO, MARIBEL REGINA ATEHORTUA VELEZ, MARIBEL GIRALDO FRANCONA"
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Otros artículos publicados,Revista de divulgación,SENTIMIENTOS Y PENSAMIENTOS DE NIÑOS BAJO VULNERACIÓN DE DERECHOS,Colombia,Funlam Journal  of Students´ Research,2500-7858,2016,1,N/A,74 - 83,"ADRIANA MARIA GALLEGO HENAO, MARIA CAMILA RESTREPO ALVAREZ, KELLY JOHANA MONTANO OCHOA, JULIETH ANDREA DUQUE RIOS, DIANA LUCIA PINEDANA"
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Otros artículos publicados,Revista de divulgación,Metodología de Investigación en Ciencia Política: La Mirada Empírico Analítica,Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó,0123-9864,2015,2,1,185 - 196,JOSE WILMAR PINO MONTOYANA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Otros artículos publicados,Revista de divulgación,"Higiene mental de la lectura en la modernidad colombiana, 1900 - 1930",Argentina,Traslaciones. Revista Latinoamericana De Lectura Y Escritura,2362-6194,2015,2,1,177 - 197,JAIRO GUTIERREZ AVENDANONA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Otros artículos publicados,Revista de divulgación,LA EXPRESIÓN GRÁFICO-PLÁSTICA EN LA PRIMERA INFANCIA: UNA ALTERNATIVA DIDÁCTICA Y PEDAGÓGICA,Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó,0123-9864,2015,2,N/A,208 - 223,"ADRIANA MARIA GALLEGO HENAO, ANA MARIA MONTOYA SILVA, GRACE KELLY GIL BEDOYANA"
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Otros artículos publicados,Revista de divulgación,De la evaluación escolar: un asunto entre encuentros y desencuentros,Colombia,En-Clave Social,2256-3911,2015,4,N/A,46 - 53,JOSE FEDERICO AGUDELO TORRESNA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Otros artículos publicados,Revista de divulgación,De la evaluación y la teoría de sistemas,Colombia,En-Clave Social,2256-3911,2015,4,N/A,66 - 74,JOSE FEDERICO AGUDELO TORRESNA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Otros artículos publicados,Revista de divulgación,La mujer rural y su relación con la escuela campesina: una reflexión actual sobre mujeres olvidadas,Colombia,Panorama,2011-1797,2014,N/A,12,34 - 43,GLORIA MARIA LOPEZ ARBOLEDANA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Otros artículos publicados,Revista de divulgación,Resignificaciones: una mirada actual a las prácticas de crianza,Colombia,Panorama,2011-1797,2014,N/A,12,44 - 53,"GLORIA MARIA LOPEZ ARBOLEDA, LUISA FERNANDA RIOS LOPEZ, MARIA ELENA SERNA GALLO, MARY LUZ MARIN POSADANA"
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Otros artículos publicados,Revista de divulgación,El maestro como arquitecto y constructor de pensamiento,Colombia,Revista Universitaria Luis Amigó,2382-3410,2014,1,1,63 - 68,"GLORIA MARIA LOPEZ ARBOLEDA, ALEXANDER RODRIGUEZ BUSTAMANTE, LILIAM JOHANA MARROQUINNA"
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Otros artículos publicados,Periódico de noticias,La Relación entre el concepto de verdad y el concepto de interpretación,Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó,0123-9864,2014,1,,14 - 20,JOSE WILMAR PINO MONTOYANA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Otros artículos publicados,Periódico de noticias,Los semillero de investigacion: una opcion de vida en la formación académica,Colombia,La Voz Del Semillero,2011-8015,2013,N/A,6,91 - 97,JULIANA PAOLA QUINTERO RENDONNA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Otros artículos publicados,Revista de divulgación,Los semilleros de investigación: una opcion de vida en la formación académica,Colombia,La Voz Del Semillero,2011-8015,2013,6,N/A,91 - 97,"ADRIANA MARIA GALLEGO HENAO, JORGE LUIS DIAZ CORDOBA, JULIANA PAOLA QUINTERO RENDONNA"
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Otros artículos publicados,Revista de divulgación,POLÍTICAS INSTITUCIONALES COMO DINAMIZADOR DE LA INVESTIGACIÓN ESCOLAR: REFLEXIONES PRELIMINARES DADAS DESDE DOS IE DEL ÁREA METROPOLITANA DEL VALLE DE ABURRÁ,Colombia,"Memorias Congreso De Investigación Y Pedagogía. Ii Nacional I Internacional, Perspectivas, Retos Y Transformaciones En Contextos Educativos",2256-1951,2013,"NA","NA",2017 - 2045,"JUAN SANTIAGO CALLE PIEDRAHITA, GLORIA MARIA ISAZA ZAPATANA"
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Otros artículos publicados,Revista de divulgación,REFLEXIONES SOBRE LA MOTIVACIÓN DE ESTUDIANTES DE BÁSICA PRIMARIA HACIA LA INVESTIGACIÓN EN DOS INSTITUCIONES EDUCATIVAS (IE) DEL VALLE DE ABURRÁ,Colombia,"Memorias Congreso De Investigación Y Pedagogía. Ii Nacional I Internacional, Perspectivas, Retos Y Transformaciones En Contextos Educativos",2256-1951,2013,N/A,N/A,2017 - 2024,"JUAN SANTIAGO CALLE PIEDRAHITA, GLORIA MARIA ISAZA ZAPATANA"
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Otros artículos publicados,Periódico de noticias,Agresividad Infantil en el contexto familiar,Colombia,La Voz Del Semillero,2011-8015,2013,6,N/A,11 - 19,"ADRIANA MARIA GALLEGO HENAO, PAULA ANDREA MONTOYA ARBOLEDANA"
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Otros artículos publicados,Revista de divulgación,La dimensión biológica y la dimensión cultural como asíntotas de la emoción: una posibilidad,Colombia,Revista Colombiana De Ciencias Sociales,2216-1201,2013,4,2,331 - 341,"GLORIA MARIA LOPEZ ARBOLEDA, ALEXANDER RODRIGUEZ BUSTAMANTE, LILIAM JOHANA MARROQUINNA"
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Otros artículos publicados,Periódico de noticias,El material didáctico para la construcción de aprendizajes significativos,Colombia,Revista Colombiana De Ciencias Sociales,2216-1201,2013,4,N/A,102 - 109,"ADRIANA MARIA GALLEGO HENAO, ANYELA MILENA MANRIQUENA"
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Otros artículos publicados,Revista de divulgación,Línea de investigación educación - pedagogía,Colombia,Textos Y Argumentos,1692-1135,2010,16,,2 -,"LIBIA ELENA RAMIREZ ROBLEDO, JORGE WILLIAM GUERRA MONTOYANA"
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Otros artículos publicados,Revista de divulgación,"El trabajo interdisciplinario: acercamiento y realidades. El caso de Educación, Ingeniería de Sistemas y Comunicación Social",Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó,0123-9864,2010,N/A,,67 -,"LIBIA ELENA RAMIREZ ROBLEDO, LUZ AIDE ATEHORTUA MORALES, ANCIZAR VARGAS LEON, LUIS FERNANDO  VARGAS CANONA"
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Otros artículos publicados,Revista de divulgación,Concepto de lo social en la tradición de los Terciarios Capuchinos y en la contemporaneidad,Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó,0123-9864,2010,1,1,54 - 65,"ADRIANA MARIA GALLEGO HENAO, NATALIA ANDREA ALZATE  ALZATE, LIBIA ELENA  RAMIREZ  ROBLEDONA"
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Otros artículos publicados,Revista de divulgación,La enseñanza de la matemática y su relación con los procesos de aprendizaje,Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó,0123-9864,2010,1,1,86 - 96,"ADRIANA MARIA GALLEGO HENAO, NATALIA ANDREA ALZATE  ALZATENA"
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Otros artículos publicados,Revista de divulgación,"Constitucion subjetiva, agresividad y educación",Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó,0123-9864,2008,11,,5 -,LIBIA ELENA RAMIREZ ROBLEDONA
NEUROCIENCIAS BASICAS Y APLICADAS,Otros artículos publicados,Periódico de noticias,"Revisión teórica de la relación entre memoria de trabajo, estilo cognitivo dependencia/independencia de campo y estilos de enseñanza con el rendimiento académico",España,Journal of Neuroeducation,2696-2691,2022,2,N/A,28 - 43,"PAULA ANDREA MONTOYA ZULUAGA, ANA MARIA FLOREZ DURANGO, CARLOS ANDRES TORONA"
NEUROCIENCIAS BASICAS Y APLICADAS,Otros artículos publicados,Periódico de noticias,"Revisión teórica sobre la relación entre variables psicológicas, neuropsicológicas y pedagógicas en el proceso de enseñanza/aprendizaje con niños y jóvenes entre los 9 y 14 años de edad.",España,Journal of Neuroeducation,2696-2691,2022,2,N/A,44 - 56,"MARIBEL REGINA ATEHORTUA VELEZ, PAULA ANDREA MONTOYA ZULUAGANA"
NEUROCIENCIAS BASICAS Y APLICADAS,Otros artículos publicados,Revista de divulgación,Psicología social y neurociencia: un llamado al trabajo transdisciplinar,Colombia,Revista Tempus Psicológico,2619-6336,2020,3,2,95 - 106,DANIEL ALFREDO LANDINEZ MARTINEZNA
NEUROCIENCIAS BASICAS Y APLICADAS,Otros artículos publicados,Periódico de noticias,Aceptación del M¿learning: Un Análisis de Sentimientos basado en Minería de Texto,Colombia,Revista Activa Tecnológico De Antioquia,2027-8101,2019,11,,45 - 50,"VICTOR DANIEL GIL VERA, CATALINA QUINTERO LOPEZNA"
NEUROCIENCIAS BASICAS Y APLICADAS,Otros artículos publicados,Revista de divulgación,Applying an implicit approach to research on the uncanny feeling,,Journal of Articles in Support of the Null Hypothesis,1539-8714,2019,16,1,11 - 11,JULIO ANTONIO OLIVERA LA ROSANA
NEUROCIENCIAS BASICAS Y APLICADAS,Otros artículos publicados,Revista de divulgación,THE FEMICIDE IN COLOMBIA AND MEXICO: A TEXT MINING ANALYSIS,Turquía,"The Turkish Online Journal of Design, Art and Communication - TOJDAC",2146-5193,2018,8,,140 - 147,JUAN DIEGO BETANCUR ARIASNA
NEUROCIENCIAS BASICAS Y APLICADAS,Otros artículos publicados,Revista de divulgación,ESTILOS PARENTALES EN EL PROCESO DE CRIANZA DE NIÑOS CON TRASTORNOS DISRUPTIVOS,Colombia,INVESTIGACIÓN Y DESARROLLO,2011-7574,2018,26,1,55 - 74,"JUAN CARLOS RESTREPO BOTERO, CLAUDIA MARCELA ARANA MEDINANA"
NEUROCIENCIAS BASICAS Y APLICADAS,Otros artículos publicados,Revista de divulgación,Artificial Neural Networks Applied to the Monitoring of Cost and Durations in Juvenile Reformatories,Pakistán,ASIAN JOURNAL OF APPLIED SCIENCES,2321-0893,2018,6,2,97 - 103,VICTOR DANIEL GIL VERANA
NEUROCIENCIAS BASICAS Y APLICADAS,Otros artículos publicados,Periódico de noticias,Artificial Neural Networks Applied to the Monitoring of Cost and Durations in Juvenile Reformatories,Colombia,ASIAN JOURNAL OF APPLIED SCIENCES,2321-0893,2018,6,2,97 - 103,JUAN DIEGO BETANCUR ARIASNA
NEUROCIENCIAS BASICAS Y APLICADAS,Otros artículos publicados,Revista de divulgación,Cognitive Improvement after Endovascular Treatment in a Case of Intracranial Dural Fistula with Concomitant Dementia,India,MAMC Journal of Medical Sciences,2395-0145,2018,4,N/A,32 - 37,GABRIEL DAVID PINILLA MONSALVENA
NEUROCIENCIAS BASICAS Y APLICADAS,Otros artículos publicados,Revista de divulgación,Adicción al whatsapp. Una revisión de la literatura,España,Revista Adicción y Ciencia,2172-6450,2017,5,2,1 - 9,VICTOR DANIEL GIL VERANA
NEUROCIENCIAS BASICAS Y APLICADAS,Otros artículos publicados,Revista de divulgación,La adicción a la pornografía: causas y consecuencias,Colombia,Drugs And Addictive Behavior,2463-1779,2017,2,1,228 - 237,"VICTOR DANIEL GIL VERA, ANGELICA PATRICIA VELASCO LOPEZNA"
NEUROCIENCIAS BASICAS Y APLICADAS,Otros artículos publicados,Revista de divulgación,Rehabilitación de las funciones ejecutivas y de la cognición social en personas con trastorno antisocial de la personalidad pertenecientes al conflicto armado en Colombia,Colombia,Revista De Neurologia Española,1576-1185,2016,62,,77 - 77,CLAUDIA MARCELA ARANA MEDINANA
NEUROCIENCIAS BASICAS Y APLICADAS,Otros artículos publicados,Revista de divulgación,EVALUACIÓN NEUROPSICOLÓGICA DEL NIÑO EN EDAD PRE-ESCOLAR EN COLOMBIA: DATOS PRELIMINARES,México,"Neuropsicología, Neuropsiquiatría Y Neurociencias",0124-1265,2016,16,2,66 - 67,LINDA JOHANA MATIAS ROJASNA
NEUROCIENCIAS BASICAS Y APLICADAS,Otros artículos publicados,Revista de divulgación,Los avatares presentados en el tratamiento de los trastornos disruptivos en población infantil,Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2016,30,N/A,52 - 62,JUAN DIEGO BETANCUR ARIASNA
