grupo,categoria,Nivel_Academico,Titulo,Pais,ano,Idioma,Medio_divulgacion,Sitio_Web,Nombre_del_Orientado,Programa_Academico,Institucion,Autores
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Caracterización del proceso administrativo de las Cooperativas del sector urbano del municipio de Santa Cruz de Lorica.,Colombia,2001,Español,Papel,,,Administración de Empresas,UNIVERSIDAD CATOLICA LUIS AMIGO,AMAURY DE JESUS ROMERO BALLESTEROS
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Sistematización del fortalecimiento de los lazos afectivos en las familias usuarias del programa Hogares Comunitarios del I.C.B.F. del Barrio la Candelaria de Montería.,Colombia,2001,Español,Papel,,Nelly Coronado,Desarrollo Familiar,UNIVERSIDAD CATOLICA LUIS AMIGO,AMAURY DE JESUS ROMERO BALLESTEROS
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Sistematización del fortalecimiento de la comunicación a través de la estrategia escuela de padres en las familias usuarias del programa hogares comunitarios de bienestar modalidad FAMI Barrio el Dorado de la Ciudad de Montería.,Colombia,2001,Español,Papel,,"Marcela Humanez, Katy Salgado, Sandra Toscano",Desarrollo Familiar,UNIVERSIDAD CATOLICA LUIS AMIGO,AMAURY DE JESUS ROMERO BALLESTEROS
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Fortalecimiento de la comunicación a través del diálogo para el desarrollo de las relaciones familiares de los adolescentes del grado 10 vinculados a la Fundación Solidaridad por Colombia,Colombia,2001,Español,Papel,,,Desarrollo Familiar,UNIVERSIDAD CATOLICA LUIS AMIGO,AMAURY DE JESUS ROMERO BALLESTEROS
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Sistematización del proceso de mejoramiento de la Recreación en los adolescentes y sus familias afiliadas al programa AMUSS del Barrio Pastrana Borrero de la ciudad de Montería.,Colombia,2001,Español,Papel,,"Luz Raquel Vega, Eugenia Mendoza, Viviana Vergara",Desarrollo Familiar,UNIVERSIDAD CATOLICA LUIS AMIGO,AMAURY DE JESUS ROMERO BALLESTEROS
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Sistematización del proceso de fortalecimiento de la comunicación al interior de las familias usuarias de los hogares tradicionales del ICBF del Barrio Sucre de Montería,Colombia,2001,Español,Papel,,,Desarrollo Familiar,UNIVERSIDAD CATOLICA LUIS AMIGO,AMAURY DE JESUS ROMERO BALLESTEROS
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Tesis: Proyección comunitaria de los adolescentes de la policía cívica juvenil del municipio de Cereté que participaron en el proceso de práctica.,Colombia,2001,Español,Papel,,"Víctoria Maya Salazar, Neza Otero Dajud, Luz Stella Perneth Padrón, Silvia Polo Carrera.",Desarrollo Familiar,UNIVERSIDAD CATOLICA LUIS AMIGO,AMAURY DE JESUS ROMERO BALLESTEROS
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Sistematización del fortalecimiento del amor para el manejo de la autoridad en las familias usuarias del Programa FAMI del ICBF del barrio el Dorado de la Ciudad de Montería,Colombia,2001,Español,Papel,,,Desarrollo Familiar,UNIVERSIDAD CATOLICA LUIS AMIGO,AMAURY DE JESUS ROMERO BALLESTEROS
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,"Fortalecimiento de las relaciones de las familias del barrio 9 de Julio, vinculadas a los programas de la Secretaría de Mujer y Género del Municipio de San Antero",Colombia,2001,Español,Papel,,,Desarrollo Familiar,UNIVERSIDAD CATOLICA LUIS AMIGO,AMAURY DE JESUS ROMERO BALLESTEROS
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Sistematización del proceso de participación activa y productiva de los adolescentes y sus familias afiliados a AMUSS en el barrio Canta Claro de la ciudad de Montería.,Colombia,2001,Español,Papel,,"Arcira Vargas Quintero, Nasly López Salazar, Patricia Morales Vega.",Desarrollo Familiar,UNIVERSIDAD CATOLICA LUIS AMIGO,AMAURY DE JESUS ROMERO BALLESTEROS
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Sistematización de la experiencia sobre la poca motivación de los padres de familia en el proceso de acompañamiento realizado en el hogar infantil Mogambo ICBF Montería.,Colombia,2001,Español,Papel,,"Katia Agámez Pastrana, María Eugenia Tirado Beltrán, Amaury Contreras Ubarnes",Desarrollo Familiar,UNIVERSIDAD CATOLICA LUIS AMIGO,AMAURY DE JESUS ROMERO BALLESTEROS
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,"Tesis de grado: Identificación y manejo de la pauta transaccional por parte de los padres, como elemento esencial para la resolución de conflictos en las familias de los adolescentes asistidos por el Instituto Colombiano de Bienestar Familiar.",Colombia,2001,Español,Papel,,"Yadila Meza de Romero, Marieta Poetti Rouge",Desarrollo Familiar,UNIVERSIDAD CATOLICA LUIS AMIGO,AMAURY DE JESUS ROMERO BALLESTEROS
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Tesis: Sistematización del incumplimiento de las actividades de acompañamiento en los adolescentes y sus familias afiliadas a AMUSS del Barrio el Dorado de Montería.,Colombia,2001,Español,Papel,,"Sadia Carrascal López, Sandra Figueroa Suárez, Rosalba Ochoa Santamaria.",Desarrollo Familiar,UNIVERSIDAD CATOLICA LUIS AMIGO,AMAURY DE JESUS ROMERO BALLESTEROS
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Sistematización del proceso de fortalecimiento de la comunicación en las familias hogar sustituto del ICBF Montería.,Colombia,2001,Español,Papel,,"Leonor Figueroa Blanquiceth, Castellanos vidal Miryan, Nicaulis Olivares Argumedo",Desarrollo Familiar,UNIVERSIDAD CATOLICA LUIS AMIGO,AMAURY DE JESUS ROMERO BALLESTEROS
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Sistematización del proceso de mejoramiento de los niveles de demostración de afecto al interior de las Familias usuarias del ICBF del Barrio Sucre de Montería.,Colombia,2001,Español,Papel,,,Desarrollo Familiar,UNIVERSIDAD CATOLICA LUIS AMIGO,AMAURY DE JESUS ROMERO BALLESTEROS
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,SISTEMATIZACION DE LA EXPERIENCIA RELACIONADA CON EL DESINTERES MANIFIESTO EN LOS JOVENES DE MONTRIA PARA PARTICIPAR EN EL PROCESO DE INTERVENCION REEDUCATIVA,Colombia,2001,Español,,,POIIUH,Licenciatura en Pedagogia Reeducativa,UNIVERSIDAD CATOLICA LUIS AMIGO,LUCILA SOTTER MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,SISTEMATIZACION DELA PROPUESTA PEDAGOGICA PARA LA PROMOCION DE ACTITUDES QUE CONLLEVAN A MINIMIZAR LA AGRESIVIDAD EN ESTUDIANTES DEL GRADO 4 DEL CENTRO DOCENTE MARIA MONTESSORI DE CIENAGA DE ORO CORDOBA,Colombia,2001,Español,,,PIPE,Licenciatura en Pedagogia Reeducativa,UNIVERSIDAD CATOLICA LUIS AMIGO,LUCILA SOTTER MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,REEDUCAR PARA PROMOVER LAS ADECUADAS RELACIONES INTERPERSONALES A UN GRUPO DE ESTUDIATES DEL GRADO VI DE LA ESCUELA ISABEL LA CATOLICA DE MONTERIA,Colombia,2001,Español,,,ANGIE,Licenciatura en Pedagogia Reeducativa,UNIVERSIDAD CATOLICA LUIS AMIGO,LUCILA SOTTER MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,PREVENCION PRIAMRIA DEL CONSUMO DE SUSTANCIAS PSICOACTIVAS EN UN GRUPO DE ADOLESCENTES DE MONTERIA CORDOBA,Colombia,2001,Español,,,ANFRES,Licenciatura en Pedagogia Reeducativa,UNIVERSIDAD CATOLICA LUIS AMIGO,LUCILA SOTTER MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,LA PROMOCION EN VALORES UNA ESTRATEGIA PEDAGOGICA REEDUCATIVA FRENTE AL CONSUMO DE ALCOHOL EN MENORES TRABAJDORES,Colombia,2001,Español,,,ANGIE,Licenciatura en Pedagogia Reeducativa,UNIVERSIDAD CATOLICA LUIS AMIGO,LUCILA SOTTER MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,PREVENCION PRIMARIA DEL MALTRATO AL MENOR EN LAS FAMILIAS DE POZO HONDO TARAZA,Colombia,2001,Español,,,MIGUE,Licenciatura en Pedagogia Reeducativa,UNIVERSIDAD CATOLICA LUIS AMIGO,LUCILA SOTTER MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,POTENCIALIZACION DE VALORES HUMANODS COMO ESTRATEGIA PARA CONTRARESTAR LA TIMIDEZ EN LOS JOVENES DEL GRADO 7 JORNADA NOCTURA COLEGIO NACIONAL JOSE MARIA CORDOBA MUNICIPIO DE MONTERIA,Colombia,2001,Español,,,ANGIE,Licenciatura en Pedagogia Reeducativa,UNIVERSIDAD CATOLICA LUIS AMIGO,LUCILA SOTTER MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Tesis de grado: Sistematización del fortalecimiento de la comunicación en quince madres comunitarias y veinte familias usuarias del programa hogares comunitarios del ICBF en el Barrio Rancho Grande del Municipio de Montería.,Colombia,2000,Español,Papel,,"Hortencia Badel, Margarita Restrepo",Desarrollo Familiar,UNIVERSIDAD CATOLICA LUIS AMIGO,AMAURY DE JESUS ROMERO BALLESTEROS
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,"Tesis: Sistematización del proceso de fortalecimiento de los valores Autoestima, respeto y tolerancia en las familias usuarias del programa de hogares comunitarios del ICBF del Barrio Rancho Grande de Montería1998-2000.",Colombia,2000,Español,Papel,,"Mary Caraballo Martínez, Guadalupe Nisperuza Agámez, Claudia Parra Espitia",Desarrollo Familiar,UNIVERSIDAD CATOLICA LUIS AMIGO,AMAURY DE JESUS ROMERO BALLESTEROS
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Tesis de grado: Sistematización del proceso de fortalecimiento de la comunicación en los adolescentes y sus familias afiliados a AMUSS del barrio el Dorado de Montería,Colombia,2000,Español,Papel,,"Cladith Madrid Blanco, Kelys Padilla Cavadia, Idalia Pertuz Martínez",Desarrollo Familiar,UNIVERSIDAD CATOLICA LUIS AMIGO,AMAURY DE JESUS ROMERO BALLESTEROS
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,"Tesis de grado: sistematización del proceso de fortalecimiento de las relaciones socioafectivas de los gerentes y sus familiasafiliadas a AMUSS, el Dorado, Montería",Colombia,2000,Español,Papel,,"Ismary Ruíz Paez, Yaneth Pérez Prásca, Yesenia Espitia Estrella",Desarrollo Familiar,UNIVERSIDAD CATOLICA LUIS AMIGO,AMAURY DE JESUS ROMERO BALLESTEROS
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Sistematización del proceso de fortalecimiento de la comunicación de las familias de los policias de la estación Montería.,Colombia,2000,Español,Papel,,"Guadalupe Morelos Sierra, Mónica Gómez Teheran, Rocío Ramírez Rhenals",Desarrollo Familiar,UNIVERSIDAD CATOLICA LUIS AMIGO,AMAURY DE JESUS ROMERO BALLESTEROS
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,ACCIONES REEDUCATIVA OREINTADAS A LA PREVENCION DEL COMPORTAMIENTO AGRESIVO EN LOS JOVENES DE LA FUNDACION SOLIDARIDAD POR COLOMBIA DEL MUNICIPIO DE LORICA CORDOBA,Colombia,2000,Español,,,LKUCILA,Licenciatura en Pedagogia Reeducativa,UNIVERSIDAD CATOLICA LUIS AMIGO,LUCILA SOTTER MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,"ESTARTEGIAS PEDAGOGICAS REEDUCATIVAS COMO ALTERNATIVA DE PREVENCION AL MALTRATO INFANTIL EN LA COMUNIDAD EDUCATIVA ""SEVERO J GARCIA"" DEL SECTOR LA UNION DEL BARRIO CANTA CLARO DEL MUNICIPIO DE MONTERIA",Colombia,2000,Español,,,ANFRES,Licenciatura en Pedagogia Reeducativa,UNIVERSIDAD CATOLICA LUIS AMIGO,LUCILA SOTTER MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,SISTEMATIZACION DE LA FORMACION DEL VINCULOA FECTIVO COMO ESTRATEGIA DE PREVENCION INTEGRAL DEL MALTARTO AL MENOR DEL BARRIO 7 DE AGOSTO DEL MUNICIPIO DE AYAPEL CORDOBA,Colombia,2000,Español,,,ANFRES,Licenciatura en Pedagogia Reeducativa,UNIVERSIDAD CATOLICA LUIS AMIGO,LUCILA SOTTER MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,"PREVENCION PRIMARIA COMOA CCION MINIMIZANTE DE LA AGRESIVIDAD NEGATIVA EN UN GRUPO DE ESTUDIANTES DE LA ESCUELA ""SEVERO GARCIA"" DEL BARRIO CANTACLARO DEL MUNICIPIO DE MONTERIA",Colombia,2000,Español,,,ANGIE,Licenciatura en Pedagogia Reeducativa,UNIVERSIDAD CATOLICA LUIS AMIGO,LUCILA SOTTER MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,"ACCIONE SPEDAGOGICAS REEDUCATIVAS PARA LA PREVENCION DE LOS COMPORTAMIENTOS AGRESIVOS DE ESTUDIANTES DEL COLEGIO MIXTO DEL BACHILLERATO ""MARCO FIDEL SUAREZ ""JORNADA DE LA MAÑANA DEL MUNICIPIO DE CIENAGA DE ORO CORDOBA",Colombia,2000,Español,,,PEDRO,Licenciatura en Pedagogia Reeducativa,UNIVERSIDAD CATOLICA LUIS AMIGO,LUCILA SOTTER MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,RESCATE DE VALORES ETICOS Y MORALES EN JOVENES DE 7 A 15 DE LA ESCUELA PABLO VI DEL BARRIO EDMUNDO LOPEZ DE LA CIUDAD DE MONTERIA,Colombia,1999,Español,,,NELSON,Licenciatura en Pedagogia Reeducativa,UNIVERSIDAD CATOLICA LUIS AMIGO,LUCILA SOTTER MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,ALTERNATIVA PEDAGOGIC AREEDICATIVA PARA LA PREVENCION PRIMARIA DEL CONSUMO DE BEBIDAS ALCOHOLICAS EN LOS JOVENES DE 12 A 17 AÑOS DEEDAD EN LA COMUNIDAD CRUZ DEL GUAYABO DE SAN ANDRES DE SOTAVENTO CORDOBA,Colombia,1999,Español,,,PEPE,Licenciatura en Pedagogia Reeducativa,UNIVERSIDAD CATOLICA LUIS AMIGO,LUCILA SOTTER MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,PREVENCION Y DISMINUCION DE LA AGRESIVIDAD EN MENORES ESCOLARES DE 6 A 14 AÑOS DEL CENTRO EDUCATIVO CAROLINA DEL MUNICIPIO DE PLANETA RICA,Colombia,1999,Español,,,PIPI,Licenciatura en Pedagogia Reeducativa,UNIVERSIDAD CATOLICA LUIS AMIGO,LUCILA SOTTER MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,ORIENTACION A LOS MIEMBROS DE AL FAMILIA COMO ESTRATEGIA PEDAGOGICA REEDUCATIVA PARA LA PREVENCION DEL MALTRATAO AL MENOR DE LA COMINIDAD DEL BARRIO LA PESQUERA DEL MUNICIPIO DE MONTELIBANO CORDOBA,Colombia,1999,Español,,,ANGELICA,Licenciatura en Pedagogia Reeducativa,UNIVERSIDAD CATOLICA LUIS AMIGO,LUCILA SOTTER MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,EL AFECTO COMO ALTERNATIVA PEDAGOGICA REEDUCATIVA PARA FORTALECER LAS RELACIONES INTER E INTRA FAMILIARES QUE POSIBILITENE L DESRROLLO HUMANO DE LOS MENORES DEL ASENTAMIENTO LAS DELICIAS MUNICIPIO DE TIERRA ALTA,Colombia,1999,Español,,,ANFRES,Licenciatura en Pedagogia Reeducativa,UNIVERSIDAD CATOLICA LUIS AMIGO,LUCILA SOTTER MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,FORMACION INTEGRAL EN EDUCACION SEXUAL A LOS ADOLESCENTES DEL GRADO 5 DE LA ESCUELA LAS DELICIAS COMO ESTRATEGIA PARA UNA SANA SEXUALIDAD,Colombia,1999,Español,,,PEDRO,Licenciatura en Pedagogia Reeducativa,UNIVERSIDAD CATOLICA LUIS AMIGO,LUCILA SOTTER MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,LA EDUCACION Y LA FORMACION EN VALORES COMO ALTERNATIVA DE PREVENCION PRIMARIA A LA DROGADICCION EN MENORES CUYAS EDADES OSCILAN ENTRE 0 Y 12 AÑOS DE EDAD DEL BARRIO NUEVO HORIZONTE DE MONTERIA,Colombia,1998,Español,,,ANDRES,Licenciatura en Pedagogia Reeducativa,UNIVERSIDAD CATOLICA LUIS AMIGO,LUCILA SOTTER MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,DESARROLLO DE VALORES COMO ESTRATEGIA REEDUCATIVA PARA LA PREVENCION DEL MALTRAATO AL MENOR EN LA FAMILIA DE LA COMUNIDAD SANTA CATALINA DEL MUNICIPIO DE SAHAGUN,Colombia,1998,Español,,,JUAN,Licenciatura en Pedagogia Reeducativa,UNIVERSIDAD CATOLICA LUIS AMIGO,LUCILA SOTTER MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,PREVENCION PRIAMRIA DEL MALTRATO AL MENOR A TRAVES DE LA CAPACITACION A LAS FAMILIAS DEL BARRIO EL PROGRESO DE SANTA CRUZ DE LORICA,Colombia,1998,Español,,,PEDRO,Licenciatura en Pedagogia Reeducativa,UNIVERSIDAD CATOLICA LUIS AMIGO,LUCILA SOTTER MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,LA ORIENTACION LUDICA COMO PREVENCION PRIMARIA DEL MALTRATO AL MENOR Y ENTRE MENORES EN LA COMUNIDAD DEL PUERTO BAHIA CISPATA SAN ANTERO CORDOBA,Colombia,1998,Español,,,JUAN,Licenciatura en Pedagogia Reeducativa,UNIVERSIDAD CATOLICA LUIS AMIGO,LUCILA SOTTER MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,ACCIONES REEDUCATIVAS ORIENTADAS A PREVENIR PRIMARIAMENTE LA AGRESIVIDAD EN UN GRUPO DE MENORES DEL SECTOR SANTA MARIA DEL BARRIO SAN FELIPE DEL MUNICIPIO DE SAN BERNARDO DEL VIENTO,Colombia,1998,Español,,,JUAN,Licenciatura en Pedagogia Reeducativa,UNIVERSIDAD CATOLICA LUIS AMIGO,LUCILA SOTTER MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,ORIENTACION FAMILIAR COMO ESTRATEDIA REEDUCATIVA PARA PREVENIR PRIMSARIAMENTE EN LOS MENORES DEL BARRIO EL MAMON MUNICIPIO DE MOMIL LA PROSTITUCION,Colombia,1998,Español,,,ADALGIZA MERCADO - LUCIA AMIN,Licenciatura en Pedagogia Reeducativa,UNIVERSIDAD CATOLICA LUIS AMIGO,LUCILA SOTTER MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,"Convivencia ambiental en la comunidad de Vlla Hermosa - MOntelíbano, Córdoba",Colombia,1997,Español,Papel,,,pedagogía reeducativa,UNIVERSIDAD CATOLICA LUIS AMIGO,MARIA ELENA CASTILLO HURTADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Diseño y aplicación de una estrategía reeducativa para prevenir la desintegración familiar en la vereda de Santa Rosa corregimiento de Marañonal municipio de Planeta Rica - Córdoba,Colombia,1997,Español,Papel,,,pedagogía reeducativa,UNIVERSIDAD CATOLICA LUIS AMIGO,MARIA ELENA CASTILLO HURTADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Organización de la comunidad como estrategias pedagógicas para fortalecer la unidad familiar en el corregimiento de Puerto Córdoba- Buenavista,Colombia,1997,Español,Papel,,"Antonio María Lopez, Elena María Ayazo, Anamileth Quintero Marquez",pedagogía reeducativa,UNIVERSIDAD CATOLICA LUIS AMIGO,MARIA ELENA CASTILLO HURTADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Implementación de la escuela de padres como estrategia reeducativa para disminuir la agresividad en los menores de 6 a 12 años del Centro Docente Sagrado Corazon de Jesús de Buenavista Cordoba,Colombia,1997,Español,Papel,,"Licelys Olmos, Beata Rivero, Teresa Salazar",pedagogía reeducativa,UNIVERSIDAD CATOLICA LUIS AMIGO,MARIA ELENA CASTILLO HURTADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,"Orientación a jovenes de la vereda Florizan municipio de Momil para fortalecer en ellos los valores etico-morales de respeto, autoestima y tolerancia.",Colombia,1997,Español,Papel,,"Liz Daicy Villadiego, Neder Pérez y Derna Trejo",pedagogía reeducativa,UNIVERSIDAD CATOLICA LUIS AMIGO,MARIA ELENA CASTILLO HURTADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,LAS RELACIONES AFECTIVAS ENTRE PADRES E HIJOS Y SU INCIDENCIA EN LAS MANIFESTACIONES AGRESIVAS EN UN GRUPO DE MENORES DE 4 A 15 AÑOS DEL BARRIO PERALONSO DEL MUNICIPIO DE CHINU CORDOBA,Colombia,1997,Español,,,JUAN,Licenciatura en Pedagogia Reeducativa,UNIVERSIDAD CATOLICA LUIS AMIGO,LUCILA SOTTER MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,MINIMIZACION DE LAS INFLUENCIAS DE LOS FACTORES QUE INCIDEN EN LOS COMPORTAMIENTOS AGRESIVOS DE LOS MENORES VENDEDORES EN LA CALLE DEL MUNICIPIO DE SAHAGUN CORDOBA,Colombia,1997,Español,,,JUAN,Licenciatura en Pedagogia Reeducativa,UNIVERSIDAD CATOLICA LUIS AMIGO,LUCILA SOTTER MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,PREVENCION DE LA AGRESIVIDAD EN LOS MENORES EN LA CALLE DEL BARRIO 16 DE JUNIO DEL MUNICIPIO DE SAHAGUN CORDOBA,Colombia,1997,Español,,,JUAN,Licenciatura en Pedagogia Reeducativa,UNIVERSIDAD CATOLICA LUIS AMIGO,LUCILA SOTTER MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,PREVENCION A LA VIOLENCIA ESCOLAR EN LA ESCUELA NUEVA DE VARONES CARRILLO DE SAN PELAYO CORDOBA,Colombia,1997,Español,,,PEDRO,Licenciatura en Pedagogia Reeducativa,UNIVERSIDAD CATOLICA LUIS AMIGO,LUCILA SOTTER MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,INTERVENCION A LA VIOLENCIA INTRAFAMILIAR ENE L BARRIO COSTA NORTE DESAHAGUN CORDOBA,Colombia,1997,Español,,,MIGUE,Licenciatura en Pedagogia Reeducativa,UNIVERSIDAD CATOLICA LUIS AMIGO,LUCILA SOTTER MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,PREVENCION DE LA VIOLENCIA FAMILIAR EN LAS FAMILIAS PERTENECIENTES A ALGUNOS HOGARES COMUNITARIOS DEL ICBF DEL BARRIO SAN JOSE DE SAHAGUN CORDOBA,Colombia,1997,Español,,,PEDRO,Licenciatura en Pedagogia Reeducativa,UNIVERSIDAD CATOLICA LUIS AMIGO,LUCILA SOTTER MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,DISEÑO Y APLICACION DE UN PLAN DE ACCION REEDUCATIVO PARA PREVENIR LA VIOLENCIA FAMILIAR EN LA COMUNIDAD DEL BARRIO RANCHO GRANDE SECTOR EL PARQUE DEL MUNICIPIO DE MONTERIA,Colombia,1996,Español,,,PEDRO,Licenciatura en Pedagogia Reeducativa,UNIVERSIDAD CATOLICA LUIS AMIGO,LUCILA SOTTER MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,ACCIONES PREVENTIVAS DE AL PROSTITUCION EN MENORES DE LA VEREDA CORTIZOS SAN PELAYO,Colombia,1996,Español,,,PEDRO,Licenciatura en Pedagogia Reeducativa,UNIVERSIDAD CATOLICA LUIS AMIGO,LUCILA SOTTER MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,INSTITUCION REEDUCATIVA TENDIENTE AL RESCATE DE VALORES Y AL USO ADECUADO DEL TIEMPO LIBRE EN LOS INTEGRANTES DEL HOGAR CRISTO REY DE MONTERIA,Colombia,1996,Español,,,ANGELICA,Licenciatura en Pedagogia Reeducativa,UNIVERSIDAD CATOLICA LUIS AMIGO,LUCILA SOTTER MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,DISEÑO Y APLICACION DE UN PLAN DE ACCION REEDUCATIVA PARA PREVENIR LA VIOLENCIA FAMILIAR ENTRE LOS HABITANTES DEL BARRIO SAN JOSE DE GAITA Y LA ESMERALDA DEL MUNICIPIO DE LORICA,Colombia,1996,Español,,,FLORA,Licenciatura en Pedagogia Reeducativa,UNIVERSIDAD CATOLICA LUIS AMIGO,LUCILA SOTTER MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,DISEÑO Y APLICACION DE UN PLAN DE ACCION REEDUCATIVO PARAPREVENIR LA VIOLENCIA FAMILIAR ENTRE LOS HABOITANTES DEL BARRIO SAN FRANCISCO DEL MUNICIPIO DE SANTA CRUZ DE LORICA,Colombia,1996,Español,,,ANDRES,Licenciatura en Pedagogia Reeducativa,UNIVERSIDAD CATOLICA LUIS AMIGO,LUCILA SOTTER MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,PREVENIR LA VINCULACION DE MENORES A PANDILLAS JUVENILES DEL BARRIO CANTACLARO DE MONTERIA,Colombia,1996,Español,,,PEDRO,Licenciatura en Pedagogia Reeducativa,UNIVERSIDAD CATOLICA LUIS AMIGO,LUCILA SOTTER MERCADO
