grupo,categoria,Nivel_Academico,Titulo,Pais,ano,Idioma,Medio_divulgacion,Sitio_Web,Nombre_del_Orientado,Programa_Academico,Institucion,Autores
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,PREVENCION A SITUACIONES DE RIESGO AL ROBO EN MENORES DEL BARRIO EDMUNDO LOPEZ,Colombia,1995,Español,,,JAVIER,Licenciatura en Pedagogia Reeducativa,UNIVERSIDAD CATOLICA LUIS AMIGO,LUCILA SOTTER MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,ACCIONES REEDUCATIVAS TENDIENTES A PREVENIR LA AGRESIVIDAD DE MENORES TRABAJADORES EN LA CALLE EN EL MUNICIPIO DE SAHAGUN,Colombia,1995,Español,,,PEDRO,Licenciatura en Pedagogia Reeducativa,UNIVERSIDAD CATOLICA LUIS AMIGO,LUCILA SOTTER MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,ACCIONES REEDUCATIVAS TENDEINTES A PREVENIR EL CONSUMO DE DROGAS EN JOVENES DEL BARRIO BRISAS DE CORDOBA EN EL MUNICIPIO DE SAHAGUN,Colombia,1995,Español,,,LUCILA,Licenciatura en Pedagogia Reeducativa,UNIVERSIDAD CATOLICA LUIS AMIGO,LUCILA SOTTER MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,ACCIONES REEDUCATIVAS PREVENCION INTEGRAL AL RESCATE DE VALORES EN LOS JOVENES GUIAS TURISTICAS EN EL MUNICIPIO DE SAN ANTERO,Colombia,1995,Español,,,PEDRO,Licenciatura en Pedagogia Reeducativa,UNIVERSIDAD CATOLICA LUIS AMIGO,LUCILA SOTTER MERCADO
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,"""Representaciones sociales del cuidado del ambiente en niños escolarizados de áreas urbanas y rurales",Colombia,2022,Español,Papel,,Adriana Ochoa,MAESTRÍA EN PSICOLOGÍA,UNIVERSIDAD DE ANTIOQUIA,KATY LUZ MILLAN OTERO
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,La identidad personal en las redes sociales. Estudio con jóvenes de la I.E. Vida Para Todos en Medellín,Colombia,2021,Español,Papel,,Claudia Restrepo Cuervo,Maestría en Estudios de Ciencia,INSTITUTO TECNOLÓGICO METROPOLITANO -ITM-,KATY LUZ MILLAN OTERO
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,Narrativas de Jóvenes Escolares Sobre el Conflicto Armado Colombiano,Colombia,2020,Español,Internet,8080/jspui/handle/ucatolicaamigo/432,Angela Cardona,Maestría en Intervenciones Psicosociales,UNIVERSIDAD CATOLICA LUIS AMIGO,JOSE ALCIDES CASTRO ACEVEDO
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,Educación rural: un aporte a la comprensión del sentido de educaciones ¿otras¿ en el ámbito rural desde una mirada crítico vivencial,Colombia,2020,Español,Internet,,Alejandra María Moreno Madrid,Maestría en Educación,UNIVERSIDAD DE ANTIOQUIA,MAGDA VICTORIA DIAZ ALZATE
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,Concepciones y prácticas de la formación de subjetividad política en los entornos familiares: propuesta de acompañamiento psicopedagógico,Colombia,2020,Español,Otro,,"Dorisele Arias Londoño, Katherine Baena Henao, Sor Yadira Jaramillo Gutiérrez, Yalira Valoyes Palacios",Maestría en Psicopedagogía,UNIVERSIDAD PONTIFICIA BOLIVARIANA,MAGDA VICTORIA DIAZ ALZATE
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,"Intervención psicopedagógica desde la literatura, con padres de familia de los grados primero y segundo de la sede rural La Florida del Colegio Campestre nuevo horizonte de El Carmen de Viboral",Colombia,2019,Español,Internet,,Luz Aidiner Palma,Maestría en Psicopedagogía,UNIVERSIDAD PONTIFICIA BOLIVARIANA,MAGDA VICTORIA DIAZ ALZATE
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,El trabajo cooperativo: una herramienta psicopedagógica para el reconocimiento de sí mismo y del otro desde la diversidad,Colombia,2019,Español,Otro,N/A,"Trinidad Cristina, Cardona Torres, María Eugenia Posso Montoya y Yulieth Katherin Rodríguez Uribe",Maestría en Psicopedagogía,UNIVERSIDAD PONTIFICIA BOLIVARIANA,MAGDA VICTORIA DIAZ ALZATE
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,Alfabetización de adultos en la cárcel. Una experiencia desde la educación popular con los presos políticos de la Cárcel Bellavista en Medellín,Colombia,2018,Español,Otro,N/A,Gloria M. Agudelo Molina,Maestría en Educación,UNIVERSIDAD DE ANTIOQUIA,MAGDA VICTORIA DIAZ ALZATE
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,CONFIGURACIÓN DEL ROL PATERNO SIN LA PRESENCIA DE LA MADRE EN DOS TIPOLOGÍAS DE HOGAR,Colombia,2018,Español,CD-ROM/DVD,//www.udea.edu.co/wps/portal/udea/web/inicio/institucional/unidades-academicas/facultades/medicina/programas-academicos/posgrados,Ángela María castaño Vanegas y Victor Zapata Serna,Maestría en Terapia familiar y de Pareja,UNIVERSIDAD DE ANTIOQUIA,NICOLASA MARIA DURAN PALACIO
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,Transformaciones en los sentimientos de familias que han vivido el intento de suicido,Colombia,2018,Español,CD-ROM/DVD,//www.udea.edu.co/wps/portal/udea/web/inicio/institucional/unidades-academicas/facultades/medicina/programas-academicos/posgrados,Nadya María Sierra Noreña,Maestría en Terapia familiar y de Pareja,UNIVERSIDAD DE ANTIOQUIA,NICOLASA MARIA DURAN PALACIO
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,Transformaciones del terapeuta a partir de la atención de parejas con conflictos de infidelidad,Colombia,2018,Español,Papel,//www.udea.edu.co/wps/portal/udea/web/inicio/institucional/unidades-academicas/facultades/medicina/programas-academicos/posgrados,Paola Andrea Foronda Ospina,Maestría en Terapia familiar y de Pareja,UNIVERSIDAD DE ANTIOQUIA,NICOLASA MARIA DURAN PALACIO
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,La demencia como objeto judicial en Antioquia. La interdicción entre 1886 y 1936,Colombia,2018,Español,Papel,,Alejandro Arroyave Moreno,Historia,UNIVERSIDAD DE ANTIOQUIA,JAIRO GUTIERREZ AVENDANO
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Influencia del divorcio de los padres en el desarrollo de la dimensión socio afectiva de niños y niñas de 8 a 9 años,Colombia,2018,Español,Otro,,Bayron Jaramillo,Licenciatura en Educación Infantil,UNIVERSIDAD CATOLICA LUIS AMIGO,MAGDA VICTORIA DIAZ ALZATE
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Conductas prosociales y su relación Con convivencia escolar en el grado Transición,Colombia,2018,Español,Papel,,,Licenciatura en Educación Infantil,UNIVERSIDAD CATOLICA LUIS AMIGO,MAGDA VICTORIA DIAZ ALZATE
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Conductas prosociales y su relación Con convivencia escolar en el grado Transición,Colombia,2018,Español,Papel,,,Licenciatura en Educación Infantil,UNIVERSIDAD CATOLICA LUIS AMIGO,MAGDA VICTORIA DIAZ ALZATE
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Entre la locura y la vulnerabilidad en el encierro: la vida de las mujeres en los asilos de Bogotá y Medellín 1900-1950,Colombia,2018,Español,Papel,,Daniel Pérez Escandón,Historia,UNIVERSIDAD DE ANTIOQUIA,JAIRO GUTIERREZ AVENDANO
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,SIGNIFICADOS DE LA EXPERIENCIA DE LA ATENCIÓN TERAPÉUTICA A PAREJAS CON CONFLICTOS DE INFIDELIDAD Y SU RELACIÓN CON LAS TRASFORMACIONES DEL SER DEL TERAPEUTA,Colombia,2018,Español,Otro,,Paula Andrea Foronda,Maestría en Terapia familiar y de Pareja,UNIVERSIDAD DE ANTIOQUIA,NICOLASA MARIA DURAN PALACIO
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,DE LA PUESTA DE LÍMITES A LA CONSTRUCCIÓN DE LEGALIDADES: LOS APORTES DEL PSICOANÁLISIS EN LA COMPRENSIÓN DE LA VIOLENCIA HOMOFÓBICA HACIA LOS NIÑOS Y ADOLESCENTES CON UNA ORIENTACIÓN SEXUAL DIVERSA,Colombia,2018,Español,Otro,,Kelly Tatiana Ramírez Quintero,Maestría en Psicología y Salud Mental,UNIVERSIDAD PONTIFICIA BOLIVARIANA,NICOLASA MARIA DURAN PALACIO
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,"Peritazgos médico legales. Referentes de la locura en Antioquia, siglo XIX y principios del XX",Colombia,2017,Español,Papel,,Manuela Barrios López,Maestría en Historia,UNIVERSIDAD NACIONAL DE COLOMBIA,JAIRO GUTIERREZ AVENDANO
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Los organizadores gráficos en el proceso lecto-escritural en niños y niñas del grado primero de la Institución Educativa Los Gómez.,Colombia,2017,Español,Papel,,"John Betancurt, Maicol Correa, Laura Zapata",Investigación,UNIVERSIDAD CATOLICA LUIS AMIGO,KATY LUZ MILLAN OTERO
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,Las vivencias de maternar y paternar de los padres que tienen hijos con seguimiento comportamental en la Unidad Educativa San Marcos De Envigado.,Colombia,2017,Español,CD-ROM/DVD,//www.udea.edu.co/wps/portal/udea/web/inicio/institucional/unidades-academicas/facultades/medicina/programas-academicos/posgrados,Johanna Andrea Álvarez Berrío y Lina Marcela Ramírez Correa,Maestría en Terapia familiar y de Pareja,UNIVERSIDAD DE ANTIOQUIA,NICOLASA MARIA DURAN PALACIO
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,Dificultades que Presentan los Docentes en la Aplicación de Estrategias de Intervención en el Manejo de Niños con Diagnóstico de Trastorno por Déficit de Atención con Hiperactividad (TDAH) en el Aula de Clase,Colombia,2017,Español,Varios,,Jhon Fredy Ortíz Monsalve,Maestría en Psicopedagogía,UNIVERSIDAD PONTIFICIA BOLIVARIANA,NICOLASA MARIA DURAN PALACIO
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Elementos éticos de la organización subjetiva en adolescentes desvinculados de grupos armados ilegales,Colombia,2017,Español,Papel,,Johanna Andrea Osorio Morales y John Eduar Espitia Salazar,Psicología,UNIVERSIDAD DEL VALLE,NORMAN DARIO MORENO CARMONA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,"Sonoridades convergentes, una propuesta educativa desde la propuesta tejida en los jóvenes a partir del rock como estrategia pedagógica en la IED San Ignacio de Bosa",Colombia,2017,Español,CD-ROM/DVD,,Carlos Augusto Moyano,Licenciatura en educación comunitaria,UNIVERSIDAD PEDAGÓGICA NACIONAL,HERWIN EDUARDO CARDONA QUITIAN
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,"Seremos canciones, el ruido, las melodías y el barrio en los jóvenes urbano populares de Alfonzo López",Colombia,2017,Español,CD-ROM/DVD,,Josef Gilberto Quevedo,Licenciatura en educación comunitaria,UNIVERSIDAD PEDAGÓGICA NACIONAL,HERWIN EDUARDO CARDONA QUITIAN
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Del niño de cuidados al sujeto de derechos: efectos de una transición,Colombia,2017,Español,Papel,,Mónica Viviana González Rivera,Licenciatura en educación infantil.,UNIVERSIDAD PEDAGÓGICA NACIONAL,HERWIN EDUARDO CARDONA QUITIAN
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,La articulación de las estrategias pedagógicas para la implementación de la norma en los grupos de preescolar en un contexto educativo del municipio de la estrella,Colombia,2017,Español,Varios,,"Lina Marcela Alzate, Yuranny Castrillón Contreras, Dolly Nohelia Victoria echeverry y Geraldín Goez Montoya",Licenciatura en Educación,UNIVERSIDAD CATOLICA LUIS AMIGO,KATY LUZ MILLAN OTERO
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Doctorado,Experiencias emocionales y sentidos de lo político en las prácticas cotidianas de las familias,Colombia,2016,Español,Papel,,Diana María González Bedoya,Ciencias Sociales Niñez y Juventud,FUNDACIÓN CENTRO INTERNACIONAL DE EDUCACIÓN Y DESARROLLO HUMANO-CINDE,NICOLASA MARIA DURAN PALACIO
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,Estilos lingüísticos y tipos de propaganda asociados al consumo ideológico de la paz divulgados por actores políticos colombianos en Facebook y Twitter.,Colombia,2016,Español,Papel,,Andrea Durán Sánchez,Psicología,Fundacion Universitaria Konrad Lorenz,MONICA ALZATE GARCIA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,"RELACIÓN ENTRE IDENTIDAD SOCIAL, TRAUMA PSICOSOCIAL Y BIENESTAR SOCIAL EN PERSONAS VÍCTIMAS DE DESPLAZAMIENTO FORZADO EN LA CIUDAD DE BOGOTÁ",Colombia,2016,Español,Papel,,Luisa Fernanda Gómez,MAESTRIA EN PSICOLOGÍA,UNIVERSIDAD CATOLICA DE COLOMBIA,MONICA ALZATE GARCIA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Influence of Anxiety on Students¿ Performance in English Oral Exams at Funlam University,Colombia,2016,Español,Papel,,,Facultad de Educación y humanidades,UNIVERSIDAD CATOLICA LUIS AMIGO,SANDRA ISABEL MEJIA ZAPATA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,"Vivencias de participación exclusión sociolaboral de un grupo de jóvenes con diversidad funcional intelectual en el Municipio de Rionegro, Antiquia",Colombia,2015,Español,Papel,,Felipe Puerta,Maestría en Intervenciones Psicosociales,UNIVERSIDAD CATOLICA LUIS AMIGO,NICOLASA MARIA DURAN PALACIO
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,Percepción de justicia organizacional y su relación con el desempeño laboral en empleados con diversidad funcional que laboran en tres empresas de la ciudad de Medellín,Colombia,2015,Español,Papel,,Maribel Peña Ochoa,Maestría en Intervenciones Psicosociales,UNIVERSIDAD CATOLICA LUIS AMIGO,NICOLASA MARIA DURAN PALACIO
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,Construcción de Sentidos de Vida en Universitarios con Diversidad Funcional,Colombia,2015,Español,Papel,,Sandra Isabel Mejía y Maria Victoria Restrepo,Maestría en Intervenciones Psicosociales,UNIVERSIDAD CATOLICA LUIS AMIGO,NICOLASA MARIA DURAN PALACIO
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,Historia vincular del padre adolescente: implicaciones subjetivas en el vínculo con su hijo y su temprana paternidad,Colombia,2015,Español,Papel,,María Fernanda Jaramillo,Maestría en Psicología,UNIVERSIDAD DE ANTIOQUIA,JOHN JAIRO GARCIA PENA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Doctorado,"Procesos de transformación y construcción de la subjetividad política, desarrollados en el marco de las prácticas sociales de sujetos resilientes que han padecido eventos adversos relacionados con la violencia sociopolítica en tres regiones de Colombia",Colombia,2014,Español,Papel,,Nayib Carrasco Tapias,Doctorado en Psicología,UNIVERSIDAD DE SAN BUENAVENTURA - SEDE MEDELLÍN,MONICA ALZATE GARCIA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Significaciones ideologicas de las actitudes entre los profesionales psicosociales y las personas en situación de desplazamiento forzado de la Fundación Universitaria Luis Amigó,Colombia,2014,Español,Papel,,Alexandra Palacio Rojas,Psicología,UNIVERSIDAD CATOLICA LUIS AMIGO,ANDRES FELIPE MARIN CORTES
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,La relación madre - hijo en la desnutrición tipo marasmo,Colombia,2013,Español,Papel,www.funlam.edu.co/revista/index.php/RCCS/article/viewFile/598/572,Claudia Restrepo Vásquez,Maestría en Salud Mental de la Niñez y la Adolescencia,UNIVERSIDAD CES,NICOLASA MARIA DURAN PALACIO
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Doctorado,Significado de la maternidad y del control prenatal para un grupo de embarazadas y miembros del equipo de salud de Bucaramanga,Colombia,2012,Español,Papel,www.udea.edu.co,Flor de María Cáceres,Doctorado  en Salud Pública,UNIVERSIDAD DE ANTIOQUIA,JAIME ALBERTO CARMONA PARRA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,"Reconfiguración de la identidad y construcción de ciudadanía entre jóvenes desmovilizados de la guerrilla, pertenecientes al programa de reintegración a la vida civil, en la ciudad de Medellín.",Colombia,2009,Español,Papel,,Carlos Darío Patiño Gaviria,Psicología,UNIVERSIDAD DE SAN BUENAVENTURA - SEDE MEDELLÍN,ANDRES FELIPE MARIN CORTES
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,Narrativas de roles de género en un grupo de adolescentes cisgénero y transgénero de la ciudad de Medellin en el año 2019,Colombia,2019,Español,Varios,,,Maestría en Salud Sexual y Reproductiva,UNIVERSIDAD EL BOSQUE,PAULA ANDREA SERNA CARMONA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Curso de perfeccionamiento/especialización,Acompañamiento de los padres de familia en el proceso escolar de los niños de básica primaria en la institución educativa Cecilia de Lleras de la ciudad de Montería.,Colombia,2019,Español,Papel,,,Especialización en gestión educativa,UNIVERSIDAD CATOLICA LUIS AMIGO,OVIDIO HERRERA RIVERA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,Relación entre dinámica familia y la participación ciudadana,Colombia,2019,Español,Papel,,,Maestría en educación,UNIVERSIDAD CATOLICA LUIS AMIGO,OVIDIO HERRERA RIVERA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,"Estrategias pedagógicas incluyentes para el desarrollo de la inteligencia emocional en los niños del programa Buen Comienzo, Coomei, comuna dos",Colombia,2019,Español,Papel,,,Maestría en educación,UNIVERSIDAD CATOLICA LUIS AMIGO,OVIDIO HERRERA RIVERA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Doctorado,Relaciones internacionales con visión compleja,México,2019,Español,Internet,//multiversidadreal.edu.mx/,Jorge Anibal Ojeda Escobar,Doctorado en pensamiento complejo,Multiversidad Mundo Real Edgar Morín,OVIDIO HERRERA RIVERA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,"Fortalecimiento de las competencias socioemocionales relacionadas con la empatía en estudiantes entre 10 y 14 años, protagonistas de situaciones tipo I y II que afectan la convivencia escolar de la Institución Educativa Valdivia, del municipio de Valdivia Antioquia.",Colombia,2019,Español,Papel,,Yeniffer Julieth Buelvas Yepez,Maestría en Educación modalidad virtual,UNIVERSIDAD DE ANTIOQUIA,ALEXANDER RODRIGUEZ BUSTAMANTE
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Acompañamiento al enfermo crónico o terminal y calidad de vida en familia,Colombia,2018,Español,Varios,,"Karina Pino Gómez, Michael Murillo Hurtado, Luisa Fernanda Suárez Bedoya.",Psicología,UNIVERSIDAD CATOLICA LUIS AMIGO,ALEXANDER RODRIGUEZ BUSTAMANTE
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Conceptualización familiar: entre la discusión y la construcción.,Colombia,2018,Español,Varios,,"Laura Nataly Sepulveda Cruz, Aychel Rengifo Correa, Adriana Benítez Rodríguez.",Psicología,UNIVERSIDAD CATOLICA LUIS AMIGO,ALEXANDER RODRIGUEZ BUSTAMANTE
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Relaciones parentofiliales en la infancia. Prevención del comportamiento suicida.,Colombia,2018,Español,Varios,,"Mónica Medina Tabares, Salomé Rúa Villa, Stefanny Vasco Rendón.",Psicología,UNIVERSIDAD CATOLICA LUIS AMIGO,ALEXANDER RODRIGUEZ BUSTAMANTE
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Influencia de las relaciones familiares en la primera infancia.,Colombia,2018,Español,Varios,,"María del Pilar Marín Iral, Paula Andrea Quintero Córdoba, Sandra Cristina Rivera Gómez.",Psicología,UNIVERSIDAD CATOLICA LUIS AMIGO,ALEXANDER RODRIGUEZ BUSTAMANTE
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Prácticas de crianza y comunicación familiar: una estrategia para la socialización primaria,Colombia,2018,Español,Varios,,"Daniela Martínez Mejía, Daniela Amaya Builes, Paula Andrea Calle Montoya.",Psicología,UNIVERSIDAD CATOLICA LUIS AMIGO,ALEXANDER RODRIGUEZ BUSTAMANTE
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Calidad de vida: la familia como una posibilidad transformadora.,Colombia,2018,Español,Varios,,"Yesica Isabel Mazo González, Laura Alicia Mejía Ruíz, Yesica Paola Muñóz Palacio.",Psicología,UNIVERSIDAD CATOLICA LUIS AMIGO,ALEXANDER RODRIGUEZ BUSTAMANTE
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,Formación docente para la transversalización del enfoque CTS en educación media: Caso I.E la La Sierra,Colombia,2018,Español,Papel,,Ivan Darío Zuluaga Zuluaga,Maestría  en estudios de ciencia,INSTITUTO TECNOLÓGICO METROPOLITANO DE MEDELLÍN,OVIDIO HERRERA RIVERA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Comportamiento suicida: subjetividades en la dinámica interna familiar.,Colombia,2018,Español,Varios,,"Sebastián Ardila Osorio, Melisa González Durango.",Psicología,UNIVERSIDAD CATOLICA LUIS AMIGO,ALEXANDER RODRIGUEZ BUSTAMANTE
